edge_slice_demand;
[1,5];
[1,14];
[1,15];
[1,17];
[1,18];
[2,4];
[2,5];
[2,9];
[2,10];
[2,16];
[3,5];
[3,6];
[3,11];
[3,18];
[4,7];
[4,9];
[4,12];
[4,13];
[4,15];
[4,16];
[5,9];
[5,10];
[5,18];
[6,11];
[7,11];
[7,16];
[8,12];
[8,13];
[8,14];
[8,17];
[9,10];
[9,15];
[10,16];
[11,16];
[12,13];
[13,15];
[14,17];
[14,18];
[15,17];
[8,15];
 slice allocation ;
